1551374971,26.72,11.77,0,0,0,0,0,0,1,1,1 
1551374977,26.62,11.58,0,0,0,0,0,0,1,3,3 
1551374982,26.60,9.58,0,0,0,0,0,0,1,3,3 
1551374987,26.52,10.44,0,0,0,0,0,0,1,3,3 
1551374992,26.41,11.65,0,0,0,0,0,0,1,3,3 
1551374997,26.33,10.93,0,0,0,0,0,0,1,3,3 
1551375002,26.26,12.02,0,0,0,0,0,0,1,3,3 
1551375007,26.18,12.76,0,0,0,0,0,0,1,3,3 
1551375013,26.11,12.04,0,0,0,0,0,0,1,3,3 
1551375018,26.04,12.19,0,0,0,0,0,0,1,3,3 
1551375023,25.98,11.48,0,0,0,0,0,0,1,3,3 
1551375028,25.94,10.75,0,0,0,0,0,0,1,3,3 
1551375033,25.88,12.49,0,0,0,0,0,0,1,3,3 
1551375038,25.83,13.17,0,0,0,0,0,0,1,3,3 
1551375043,25.79,11.73,0,0,0,0,0,0,1,3,3 
1551375048,25.77,13.18,0,0,0,0,0,0,1,3,3 
1551375054,25.71,14.39,0,0,0,0,0,0,1,3,3 
1551375059,25.72,12.41,0,0,0,0,0,0,1,3,3 
1551375064,25.72,12.75,0,0,0,0,0,0,1,3,3 
1551375069,25.71,12.67,0,0,0,0,0,0,1,3,3 
1551375074,25.72,11.37,0,0,0,0,0,0,1,3,3 
1551375079,25.67,13.19,0,0,0,0,0,0,1,3,3 
1551375084,25.69,12.08,0,0,0,0,0,0,1,3,3 
1551375089,25.68,13.21,0,0,0,0,0,0,1,3,3 
1551375095,25.69,11.89,0,0,0,0,0,0,1,3,3 
1551375100,25.69,12.36,0,0,0,0,0,0,1,3,3 
1551375105,25.68,12.57,0,0,0,0,0,0,1,3,3 
1551375110,25.67,12.85,0,0,0,0,0,0,1,3,3 
1551375115,25.67,12.87,0,0,0,0,0,0,1,3,3 
1551375120,25.66,13.44,0,0,0,0,0,0,1,3,3 
1551375125,25.71,12.49,0,0,0,0,0,0,1,3,3 
1551375130,25.72,13.73,0,0,0,0,0,0,1,3,3 
1551375136,25.74,13.47,0,0,0,0,0,0,1,3,3 
1551375141,25.76,13.34,246,70,16,4,0,0,0,2,2 
1551375146,25.77,12.85,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375151,25.79,14.28,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375156,25.86,13.02,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375161,25.91,11.56,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375166,25.93,12.47,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375172,25.99,12.30,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375177,26.03,13.89,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375182,26.04,13.70,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375187,26.10,12.59,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375192,26.17,10.77,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375197,26.23,11.94,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375202,26.25,12.54,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375207,26.32,12.02,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375213,26.36,12.74,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375218,26.41,10.90,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375223,26.45,12.63,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375228,26.51,12.09,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375233,26.57,12.57,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375238,26.63,11.06,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375243,26.65,12.90,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375248,26.70,11.78,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375254,26.71,12.94,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375259,26.79,11.63,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375264,26.85,10.55,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375269,26.90,10.64,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375274,26.91,12.90,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375279,26.97,11.51,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375284,27.00,11.70,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375289,27.07,11.79,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375295,27.14,10.67,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375300,27.19,13.72,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375305,27.20,12.19,16962,16962,16962,16962,16962,16962,16962,16962,16962 
1551375310,27.25,11.50,342,106,25,0,0,0,0,2,2 
1551375315,27.27,12.10,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375320,27.29,12.61,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375326,27.39,10.38,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375331,27.41,12.64,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375336,27.50,10.74,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375341,27.56,9.71,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375346,27.57,11.42,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375351,27.61,11.83,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375356,27.67,11.57,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375361,27.65,13.20,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375367,27.66,13.68,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375372,27.66,13.41,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375377,27.69,12.63,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375382,27.71,12.73,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375387,27.81,10.25,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375392,27.82,12.02,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375397,27.86,11.35,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375402,27.94,11.67,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375408,27.96,12.01,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375413,28.01,10.81,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375418,28.04,11.53,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375423,28.10,11.43,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375428,28.13,11.69,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375433,28.21,11.35,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375438,28.18,12.65,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375443,28.28,10.83,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375449,28.26,12.44,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375454,28.32,11.91,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375459,28.34,12.08,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375464,28.42,11.09,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375469,28.47,10.26,16962,16962,66,16962,16962,16962,16962,66,16962 
1551375474,28.46,11.98,16962,16962,66,16962,16962,16962,16962,66,16962 
