1548878483,27.28,1.58,195, 55, 10, 1, 1, 0
1548878676,28.40,1.05,171, 54, 6, 1, 0, 0
1548878734,28.76,0.89,156, 49, 6, 1, 0, 0
1548878957,29.53,0.58,0, 0, 0, 0, 0, 0
1548879015,29.43,0.58,105, 33, 8, 0, 0, 0
1548879134,29.33,0.57,102, 30, 8, 0, 0, 0
1548879193,29.37,0.59,102, 30, 8, 0, 0, 0
1548879251,29.38,0.60,96, 28, 6, 0, 0, 0
1548879309,29.29,0.61,96, 28, 6, 0, 0, 0
1548879368,29.26,0.65,105, 29, 4, 0, 0, 0
1548879426,29.21,0.67,105, 29, 4, 0, 0, 0
1548879565,29.29,0.66,162, 47, 4, 2, 0, 0
1548879645,29.26,0.64,144, 46, 0, 0, 0, 0
1548879658,29.30,0.67,108, 32, 4, 2, 2, 0
1548879717,29.34,0.61,144, 42, 10, 0, 0, 0
1548879775,29.34,0.62,144, 42, 10, 0, 0, 0
1548879834,29.28,0.64,129, 39, 4, 2, 2, 0
1548879892,29.37,0.62,129, 39, 4, 2, 2, 0
1548879951,29.28,0.64,120, 40, 14, 2, 0, 0
1548880003,29.31,0.61,195, 56, 16, 0, 0, 0
1548880061,29.35,0.60,153, 43, 8, 0, 0, 0
1548880119,29.21,0.65,153, 43, 8, 0, 0, 0
1548880178,29.26,0.65,168, 52, 15, 4, 2, 2
1548880236,29.23,0.67,168, 52, 15, 4, 2, 2
1550603954,24.34,3.65,174, 44, 10, 3, 0, 0
1550604013,25.20,3.18,174, 44, 10, 3, 0, 0
1550604071,25.95,2.79,111, 33, 2, 0, 0, 0
1550604130,26.51,2.51,114, 34, 2, 0, 0, 0
1550604188,26.93,2.28,192, 58, 3, 0, 0, 0
1550604296,27.69,5.49,162, 50, 4, 0, 0, 0
1550604376,28.03,1.80,156, 44, 6, 0, 0, 0
1550604468,28.58,1.55,117, 33, 3, 0, 0, 0
1550604526,28.91,1.66,117, 33, 3, 0, 0, 0
1550604585,29.18,1.43,123, 35, 4, 0, 0, 0
1550604643,29.20,1.42,123, 35, 4, 0, 0, 0
1550604701,29.37,1.33,114, 35, 4, 2, 1, 0
1550604760,29.33,1.33,114, 35, 4, 2, 1, 0
1550604818,29.27,1.35,192, 58, 5, 1, 1, 0
1550603420,23.67,4.05,0, 0, 0, 0, 0, 0
1550653884,23.27,13.25,246, 70, 12, 0, 0, 0
1550653942,23.86,5.66,246, 70, 12, 0, 0, 0
1550654000,24.62,5.84,291, 76, 6, 2, 0, 0
1550654059,25.24,6.55,282, 74, 4, 2, 0, 0
1550654117,25.96,4.53,246, 76, 8, 0, 0, 0
1550654175,26.67,5.38,246, 76, 8, 0, 0, 0
1550654233,27.35,3.75,27585, 8336, 2276, 342, 84, 24
1550654292,28.03,2.81,27390, 8264, 2297, 344, 87, 24
1550654350,28.54,2.61,7650, 2291, 550, 95, 25, 4
1550654409,28.73,2.84,7623, 2294, 515, 84, 21, 4
