1547912676,22.38,2.93,252, 66, 6, 2, 0, 0
1547912694,22.60,2.82,231, 75, 0, 0, 0, 0
1547912708,22.80,2.72,147, 49, 10, 2, 0, 0
1548848222,21.85,13.09,0, 0, 0, 0, 0, 0
1548848237,22.06,16.37,171, 37, 2, 2, 0, 0
1548848251,22.17,12.63,171, 37, 2, 2, 0, 0
1548848272,22.26,7.19,261, 67, 6, 2, 0, 0
1548848287,22.35,6.96,129, 32, 2, 2, 0, 0
1548848301,22.48,6.78,129, 32, 2, 2, 0, 0
1548848315,22.62,6.56,204, 57, 4, 0, 0, 0
1548848329,22.77,7.03,204, 57, 4, 0, 0, 0
1548848343,22.95,6.52,222, 69, 14, 0, 0, 0
1548848356,23.11,6.76,222, 69, 14, 0, 0, 0
1548848370,23.30,6.16,174, 47, 0, 0, 0, 0
1548848374,23.36,6.05,168, 43, 0, 0, 0, 0
1548848375,23.37,6.04,141, 39, 0, 0, 0, 0
1548848376,23.38,6.02,141, 39, 0, 0, 0, 0
1548848377,23.41,5.99,126, 34, 0, 0, 0, 0
1548848378,23.44,5.97,126, 34, 0, 0, 0, 0
1548848379,23.43,5.97,147, 37, 0, 0, 0, 0
1548848380,23.45,5.96,147, 37, 0, 0, 0, 0
1548848381,23.46,5.96,147, 37, 0, 0, 0, 0
1548848394,23.64,5.84,147, 37, 0, 0, 0, 0
1548848408,23.84,5.84,225, 67, 6, 0, 0, 0
1548848422,24.06,6.26,225, 67, 6, 0, 0, 0
1548848436,24.29,5.93,207, 53, 4, 0, 0, 0
1548848450,24.48,6.53,207, 53, 4, 0, 0, 0
1548848464,24.68,5.46,201, 52, 6, 0, 0, 0
1548848477,24.84,5.50,201, 54, 8, 0, 0, 0
1548848491,25.04,5.66,162, 50, 10, 4, 2, 0
1548848505,25.20,5.09,162, 50, 10, 4, 2, 0
1548848519,25.37,4.93,183, 54, 10, 2, 0, 0
1548848532,25.51,4.80,183, 54, 10, 2, 0, 0
1548848547,25.64,4.72,219, 57, 6, 0, 0, 0
1548848560,25.78,4.64,219, 57, 6, 0, 0, 0
1548848574,25.92,4.53,231, 64, 6, 0, 0, 0
1548848588,26.06,4.47,231, 64, 6, 0, 0, 0
1548848602,26.17,4.59,126, 36, 2, 0, 0, 0
1548848615,26.28,4.59,126, 36, 2, 0, 0, 0
1548848630,26.38,4.33,264, 71, 8, 0, 0, 0
1548848643,26.48,4.80,264, 68, 8, 0, 0, 0
1548848657,26.60,4.23,204, 62, 6, 0, 0, 0
1548848671,26.68,4.20,204, 62, 6, 0, 0, 0
1548848685,26.79,4.13,90, 28, 0, 0, 0, 0
1548848698,26.91,4.06,90, 28, 0, 0, 0, 0
1548848712,27.02,4.08,183, 49, 12, 2, 0, 0
1548848726,27.14,3.94,168, 47, 12, 2, 0, 0
1548848740,27.16,3.91,153, 39, 6, 0, 0, 0
1548848782,27.36,3.99,147, 34, 0, 0, 0, 0
1548848796,27.43,3.85,171, 46, 4, 0, 0, 0
1548848810,27.49,3.89,171, 46, 4, 0, 0, 0
1548848824,27.54,3.77,180, 55, 10, 0, 0, 0
1548848837,27.56,3.82,180, 55, 8, 0, 0, 0
1548848852,27.57,4.18,177, 42, 4, 0, 0, 0
1548848865,27.60,3.75,177, 42, 4, 0, 0, 0
1548848879,27.67,3.75,243, 64, 8, 0, 0, 0
1548848893,27.72,5.85,243, 64, 8, 0, 0, 0
1548848907,27.80,6.24,114, 34, 6, 0, 0, 0
1548848920,27.87,4.27,114, 34, 8, 0, 0, 0
1548848951,27.98,3.64,198, 55, 8, 2, 0, 0
1548849025,28.39,3.64,147, 47, 4, 2, 0, 0
1548849111,28.54,3.41,171, 39, 4, 0, 0, 0
1548849136,28.60,3.41,216, 59, 8, 0, 0, 0
1548849194,28.74,3.27,234, 62, 4, 0, 0, 0
1548849253,29.04,3.32,222, 60, 4, 0, 0, 0
1548849312,28.90,3.26,198, 48, 12, 2, 2, 2
1548849370,28.97,3.57,210, 54, 14, 2, 2, 2
1548849428,28.88,3.30,219, 57, 6, 0, 0, 0
1548849487,28.83,3.24,186, 46, 4, 0, 0, 0
1548849545,28.89,3.32,123, 37, 8, 4, 2, 0
1548849603,29.08,3.65,129, 41, 8, 4, 2, 0
1548849662,29.42,3.99,165, 43, 2, 0, 0, 0
1548849720,29.39,3.23,165, 41, 2, 0, 0, 0
1548849778,29.19,3.56,156, 44, 4, 2, 0, 0
1548849836,29.59,4.43,177, 51, 4, 2, 0, 0
1548849895,29.79,3.71,198, 48, 4, 0, 0, 0
1548860752,24.65,5.88,177, 42, 6, 0, 0, 0
1548860777,25.09,5.53,153, 37, 2, 0, 0, 0
1548860836,25.94,4.94,255, 73, 10, 0, 0, 0
1548860894,26.57,4.56,255, 75, 10, 0, 0, 0
1548860953,27.11,4.24,219, 64, 18, 6, 2, 2
1548861011,27.49,4.14,249, 74, 20, 4, 2, 2
1548861070,27.65,3.91,246, 73, 8, 0, 0, 0
1548861128,27.61,3.89,234, 69, 8, 0, 0, 0
1548861187,27.83,3.85,291, 85, 6, 0, 0, 0
1548861245,27.99,3.65,270, 80, 6, 0, 0, 0
1548861304,28.21,3.59,222, 65, 10, 0, 0, 0
1548861362,28.52,3.93,222, 65, 10, 0, 0, 0
1548861421,28.74,3.76,129, 33, 6, 0, 0, 0
1548861479,28.94,3.56,129, 33, 6, 0, 0, 0
1548861538,29.27,3.42,117, 28, 4, 0, 0, 0
1548861596,29.46,3.33,138, 30, 4, 0, 0, 0
1548861655,29.65,3.20,198, 46, 2, 0, 0, 0
1548861713,29.81,3.11,198, 46, 2, 0, 0, 0
1548861772,29.89,3.06,192, 48, 4, 0, 0, 0
