Time,0.3 µm,0.5 µm,1.0 µm,2.5 µm,5.0 µm,10 µm,Temp,RH,Smooth,None
1266027300,132,28,6,0,0,0,32.22,3.11,174.9,0
1266027360,210,58,10,2,2,2,32.19,3.13,177.3,0
1266027420,228,62,10,2,2,2,32.19,3.14,180.06,0
1266027480,180,54,8,0,0,0,32.2,3.15,180.42,0
1266027540,186,58,10,2,2,2,32.18,3.16,180.9,0
1266027600,156,48,0,0,0,0,32.18,3.16,180.9,0
1266027660,168,52,2,0,0,0,32.15,3.19,181.14,0
1266027720,120,34,6,0,0,0,32.12,3.2,179.7,0
1266027780,114,32,4,0,0,0,32.12,3.21,178.14,0
1266027840,204,60,6,2,0,0,32.1,3.23,178.14,0
1266027900,186,54,6,2,0,0,32.11,3.21,177.78,0
1266027960,120,32,2,0,0,0,32.11,3.2,177.18,0
1266028020,162,42,4,0,0,0,32.08,3.2,177.42,0
1266028080,144,48,8,0,0,0,32.07,3.24,177.18,0
1266028140,144,48,8,0,0,0,32.07,3.25,176.94,0
1266028200,162,52,6,0,0,0,32.04,3.25,177.18,0
1266028260,162,52,6,0,0,0,32.05,3.24,177.42,0
1266028320,162,50,2,0,0,0,32.03,3.26,176.7,0
1266028380,162,50,2,0,0,0,32.02,3.27,175.98,0
1266028440,162,48,2,0,0,0,32.01,3.27,175.86,0
1266028500,162,48,2,0,0,0,32.01,3.3,175.74,0
1266028560,144,44,6,0,0,0,32,3.29,175.02,0
1266028620,144,44,6,0,0,0,32.01,3.3,174.3,0
1266028680,162,40,4,2,2,2,32.02,3.3,174.66,0
1266028740,162,40,4,2,2,2,32,3.33,175.02,0
1266028800,174,48,10,0,0,0,32.02,3.34,175.26,0
1266028800,174,48,10,0,0,0,32.05,3.32,175.5,0
1266028860,192,58,10,0,0,0,32.09,3.32,175.62,0
1266028920,192,58,10,0,0,0,32.07,3.33,175.98,0
1266028980,186,52,0,0,0,0,32.09,3.31,176.46,0
1266029040,186,52,0,0,0,0,32.09,3.3,177.06,0
1266029100,174,52,10,2,2,0,32.11,3.32,177.18,0
1266029160,174,52,10,2,2,0,32.1,3.31,177.18,0
1266029220,168,42,4,0,0,0,32.11,3.3,176.94,0
1266029280,168,42,4,0,0,0,32.12,3.31,177.18,0
1266029340,102,32,2,2,0,0,32.15,3.29,176.58,0
1266029400,102,32,2,2,0,0,32.15,3.28,176.22,0
1266029460,180,58,8,0,0,0,32.15,3.29,176.1,0
1266029520,180,58,8,0,0,0,32.16,3.27,175.5,0
1266029580,192,52,8,2,2,2,32.15,3.32,174.36,0
1266029640,192,52,8,2,2,2,32.19,3.3,171.72,0
1266029700,126,36,2,0,0,0,32.19,3.28,170.52,0
1266029760,120,32,2,0,0,0,32.19,3.3,169.32,0
1266029820,204,56,12,0,0,0,32.18,3.3,170.52,0
1266029880,204,56,12,0,0,0,32.22,3.3,171,0
1266029940,108,30,2,0,0,0,32.24,3.3,169.08,0
1266030000,108,30,2,0,0,0,32.23,3.3,167.16,0
1266030060,174,56,10,0,0,0,32.25,3.3,164.82,0
1266030120,174,56,10,0,0,0,32.27,3.3,162.84,0
1266030180,132,42,10,0,0,0,32.26,3.29,162.48,0
1266030240,132,42,10,0,0,0,32.27,3.27,162.48,0
1266030300,168,48,4,0,0,0,32.29,3.27,161.64,0
1266030360,168,48,4,0,0,0,32.26,3.28,160.44,0
1266030420,150,40,8,0,0,0,32.26,3.27,159.84,0
1266030480,150,40,8,0,0,0,32.25,3.28,159.12,0
1266030540,108,32,6,0,0,0,32.26,3.28,158.16,0
1266030600,108,32,6,0,0,0,32.22,3.3,156.96,0
1266030660,249,73,6,2,0,0,32.22,3.3,159.54,0
1266030720,249,73,6,2,0,0,32.18,3.34,162.24,0
1266030780,192,60,6,0,0,0,32.17,3.36,162,0
1266030840,192,60,6,0,0,0,32.14,3.36,162.12,0
1266030900,198,58,12,0,0,0,32.14,3.39,163.68,0
1266030960,198,58,12,0,0,0,32.14,3.4,164.4,0
1266030960,198,62,8,2,2,2,32.12,3.43,165.48,0
1266031020,198,62,8,2,2,2,32.12,3.43,166.56,0
1266031080,180,50,14,0,0,0,32.11,3.41,166.92,0
1266031140,180,50,14,0,0,0,32.09,3.43,167.28,0
1266031200,198,60,6,0,0,0,32.05,3.44,168,0
1266031260,198,60,6,0,0,0,32.08,3.46,168.72,0
1266031320,198,62,14,0,0,0,32.05,3.47,169.44,0
1266031380,198,62,14,0,0,0,32.03,3.48,170.16,0
1266031440,114,34,2,2,0,0,32.03,3.49,169.56,0
1266031500,114,34,2,2,0,0,32.03,3.5,168.96,0
1266031560,168,48,6,0,0,0,32.01,3.5,169.08,0
1266031620,168,48,6,0,0,0,32.02,3.52,169.2,0
1266031680,150,42,4,0,0,0,32.02,3.51,168.72,0
1266031740,150,42,4,0,0,0,32.01,3.51,168.24,0
1266031800,279,70,16,2,0,0,32,3.52,169.98,0
1266031860,279,70,16,2,0,0,31.99,3.55,171.72,0
1266031920,108,32,6,0,0,0,31.99,3.53,170.16,0
1266031980,108,32,6,0,0,0,32,3.56,168.6,0
1266032040,156,42,6,0,0,0,31.98,3.56,168.24,0
1266032100,156,42,6,0,0,0,31.95,3.57,167.88,0
1266032160,162,54,10,0,0,0,31.98,3.59,167.76,0
1266032220,162,54,10,0,0,0,32,3.59,167.64,0
1266032280,162,48,4,0,0,0,32.02,3.59,168.84,0
1266032340,162,48,4,0,0,0,32.03,3.59,170.04,0
1266032400,114,22,4,0,0,0,32.05,3.6,168.72,0
1266032460,114,22,4,0,0,0,32.05,3.59,167.4,0
1266032520,306,86,12,2,2,0,32.07,3.59,169.68,0
1266032580,306,86,12,2,2,0,32.08,3.6,171.96,0
1266032640,150,44,6,0,0,0,32.1,3.61,172.44,0
1266032700,150,44,6,0,0,0,32.09,3.61,173.04,0
1266032760,192,60,6,4,4,2,32.12,3.62,172.8,0
1266032820,192,60,6,4,4,2,32.12,3.62,172.56,0
1266032880,162,50,6,0,0,0,32.12,3.62,173.64,0
1266032940,162,50,6,0,0,0,32.14,3.6,174.72,0
1266033000,180,54,6,0,0,0,32.12,3.65,174.84,0
1266033060,180,54,6,0,0,0,32.15,3.64,174.96,0
1266033120,156,48,8,0,0,0,32.13,3.64,175.44,0
1266033120,156,48,8,0,0,0,32.15,3.66,175.92,0
1266033180,180,60,4,0,0,0,32.15,3.65,176.16,0
1266033240,180,60,4,0,0,0,32.17,3.65,176.4,0
1266033300,150,42,8,2,0,0,32.17,3.65,176.4,0
1266033360,150,42,8,2,0,0,32.19,3.65,176.4,0
1266033420,204,58,14,2,0,0,32.2,3.65,178.32,0
1266033480,204,58,14,2,0,0,32.23,3.65,180.24,0
1266033540,150,44,4,0,0,0,32.23,3.65,178.26,0
1266033600,150,44,4,0,0,0,32.25,3.64,176.28,0
1266033660,216,64,14,0,0,0,32.25,3.62,176.76,0
1266033720,216,64,14,0,0,0,32.26,3.62,177.24,0
1266033780,198,58,12,0,0,0,32.25,3.65,177.24,0
1266033840,198,58,12,0,0,0,32.26,3.65,177.24,0
1266033900,207,59,8,2,0,0,32.23,3.67,177.42,0
1266033960,207,59,8,2,0,0,32.23,3.69,177.6,0
1266034020,162,46,12,2,0,0,32.2,3.72,177.24,0
1266034080,162,46,12,2,0,0,32.22,3.67,176.88,0
1266034140,162,50,12,0,0,0,32.22,3.69,176.16,0
1266034200,162,50,12,0,0,0,32.23,3.71,175.44,0
1266034260,180,52,2,0,0,0,32.2,3.72,175.08,0
1266034320,180,52,2,0,0,0,32.2,3.72,174.72,0
1266034380,210,56,8,0,0,0,32.22,3.72,176.64,0
1266034440,210,56,8,0,0,0,32.18,3.74,178.56,0
1266034500,210,64,16,2,2,2,32.16,3.75,179.4,0
1266034560,210,64,16,2,2,2,32.17,3.75,180.24,0
1266034620,210,66,10,2,0,0,32.15,3.77,181.44,0
1266034680,210,66,10,2,0,0,32.14,3.81,182.64,0
1266034740,150,40,4,0,0,0,32.14,3.82,180.06,0
1266034800,150,40,4,0,0,0,32.13,3.83,177.48,0
1266034860,210,60,8,2,0,0,32.12,3.86,179.52,0
1266034920,210,60,8,2,0,0,32.08,3.89,181.56,0
1266034980,204,56,10,2,0,0,32.09,3.89,182.52,0
1266035040,204,56,10,2,0,0,32.05,3.88,183.48,0
1266035100,150,48,6,0,0,0,32.02,3.89,183.24,0
1266035160,150,48,6,0,0,0,32.01,3.91,183,0
1266035160,114,34,10,2,0,0,32.02,3.95,182.04,0
1266035220,114,34,10,2,0,0,32,3.91,181.08,0
1266035280,168,50,6,0,0,0,32.02,3.94,182.16,0
1266035340,168,50,6,0,0,0,32,3.97,183.24,0
1266035400,156,44,10,2,0,0,32.02,3.97,180.24,0
1266035460,156,44,10,2,0,0,32,4,177.24,0
1266035520,198,60,10,0,0,0,32.01,3.97,178.2,0
1266035580,198,60,10,0,0,0,31.99,4.02,179.16,0
1266035640,150,46,6,0,0,0,31.99,4.02,178.32,0
1266035700,150,46,6,0,0,0,31.98,4.03,177.48,0
1266035760,150,42,6,0,0,0,31.96,4.07,177.24,0
1266035820,150,42,6,0,0,0,31.95,4.06,177,0
1266035880,216,60,12,0,0,0,31.93,4.11,177.72,0
1266035940,216,60,12,0,0,0,31.93,4.1,178.44,0
1266036000,192,60,6,0,0,0,31.98,4.11,179.16,0
1266036060,192,60,6,0,0,0,31.95,4.12,179.88,0
1266036120,198,58,6,0,0,0,31.98,4.16,180.24,0
1266036180,198,58,6,0,0,0,31.98,4.15,180.6,0
1266036240,186,58,6,0,0,0,31.99,4.17,181.32,0
1266036300,186,58,6,0,0,0,32,4.17,182.04,0
1266036360,174,50,10,0,0,0,32.01,4.18,181.44,0
1266036420,174,50,10,0,0,0,32.02,4.2,180.84,0
1266036480,228,64,6,0,0,0,32.07,4.22,182.4,0
1266036540,228,64,6,0,0,0,32.05,4.2,183.96,0
1266036600,186,54,2,0,0,0,32.07,4.22,183.36,0
1266036660,186,54,2,0,0,0,32.07,4.22,182.76,0
1266036720,204,56,0,0,0,0,32.08,4.21,182.88,0
1266036780,204,56,0,0,0,0,32.11,4.23,183,0
1266036840,219,60,12,0,0,0,32.11,4.23,183.24,0
1266036900,219,60,12,0,0,0,32.14,4.23,183.48,0
1266036960,234,72,8,0,0,0,32.14,4.24,184.92,0
1266037020,234,72,8,0,0,0,32.16,4.24,186.36,0
1266037080,228,64,6,0,0,0,32.15,4.23,187.68,0
1266037140,180,46,8,0,0,0,32.16,4.23,188.88,0
1266037200,180,46,8,0,0,0,32.19,4.24,188.88,0
1266037260,168,48,6,2,0,0,32.2,4.23,188.04,0
1266037320,168,48,6,2,0,0,32.2,4.2,187.2,0
1266037380,198,56,4,0,0,0,32.22,4.23,186.96,0
1266037440,198,56,4,0,0,0,32.22,4.21,186.72,0
1266037500,132,42,10,2,2,2,32.2,4.21,185.16,0
1266037560,132,42,10,2,2,2,32.25,4.2,183.6,0
1266037620,162,52,2,0,0,0,32.25,4.18,183.84,0
1266037680,162,52,2,0,0,0,32.25,4.2,184.08,0
1266037740,180,50,8,0,0,0,32.24,4.16,183.48,0
1266037800,180,50,8,0,0,0,32.25,4.16,182.88,0
1266037860,156,44,6,0,0,0,32.2,4.2,181.92,0
1266037920,156,44,6,0,0,0,32.22,4.2,180.96,0
1266037980,201,62,4,0,0,0,32.2,4.21,181.98,0
1266038040,201,62,4,0,0,0,32.2,4.2,183,0
1266038040,216,56,8,0,0,0,32.17,4.22,185.04,0
1266038100,216,56,8,0,0,0,32.16,4.24,187.08,0
1266038160,162,50,8,0,0,0,32.16,4.28,186.96,0
1266038220,162,50,8,0,0,0,32.14,4.32,186.84,0
1266038280,150,46,6,0,0,0,32.11,4.39,186.72,0
1266038340,150,46,6,0,0,0,32.13,4.39,186.6,0
1266038400,210,60,10,2,2,0,32.12,4.41,186.84,0
1266038460,210,60,10,2,2,0,32.1,4.46,187.08,0
1266038520,114,36,4,0,0,0,32.08,4.49,186.36,0
1266038580,114,36,4,0,0,0,32.08,4.54,185.64,0
1266038640,225,67,12,0,0,0,32.07,4.62,187.14,0
1266038700,225,67,12,0,0,0,32.04,4.68,188.64,0
1266038760,180,54,8,0,0,0,32.05,4.78,187.92,0
1266038820,180,54,8,0,0,0,32.08,4.83,187.2,0
1266038880,114,32,2,0,0,0,32.03,4.91,185.64,0
1266038940,114,32,2,0,0,0,32.01,5.04,184.08,0
1266039000,108,30,0,0,0,0,32.02,5.07,182.28,0
1266039060,108,30,0,0,0,0,32,5.19,180.48,0
1266039120,204,58,10,2,0,0,32.01,5.28,180.84,0
1266039180,204,58,10,2,0,0,32.01,5.28,181.2,0
1266039240,204,58,2,0,0,0,32.03,5.38,181.8,0
1266039300,204,58,2,0,0,0,32.02,5.43,182.4,0
1266039360,144,44,10,0,0,0,32.01,5.46,180.72,0
1266039420,144,44,10,0,0,0,32,5.62,179.04,0
1266039480,144,48,8,0,0,0,31.99,5.69,178.2,0
1266039540,144,48,8,0,0,0,31.99,5.69,177.36,0
1266039600,192,58,8,0,0,0,31.97,5.84,177.12,0
1266039660,192,58,8,0,0,0,31.99,5.84,176.88,0
1266039720,192,50,2,0,0,0,31.98,5.96,176.34,0
1266039780,192,50,2,0,0,0,31.97,6.05,175.8,0
1266039840,204,60,6,0,0,0,31.95,6.15,175.2,0
1266039900,204,60,6,0,0,0,31.98,6.21,174.6,0
1266039960,114,32,8,0,0,0,31.98,6.43,172.32,0
1266040020,114,32,8,0,0,0,32,6.54,170.16,0
1266040080,114,32,0,0,0,0,32.01,6.55,168.84,0
1266040080,114,32,0,0,0,0,31.99,6.66,167.52,0
1266040140,126,38,4,0,0,0,32.02,6.74,166.68,0
1266040200,126,38,4,0,0,0,32.04,6.74,165.84,0
1266040260,120,34,12,0,0,0,32.08,6.85,164.28,0
1266040320,120,34,12,0,0,0,32.09,6.95,162.72,0
1266040380,168,48,6,0,0,0,32.11,7.02,163.44,0
1266040440,168,48,6,0,0,0,32.14,7.03,164.16,0
1266040500,120,36,8,0,0,0,32.17,7.1,163.32,0
1266040560,120,36,8,0,0,0,32.17,7.23,162.48,0
1266040620,138,32,4,0,0,0,32.17,7.2,161.64,0
1266040680,138,32,4,0,0,0,32.18,7.25,160.8,0
1266040740,144,44,12,0,0,0,32.19,7.29,160.56,0
1266040800,144,44,12,0,0,0,32.2,7.28,160.32,0
1266040860,174,52,10,2,2,0,32.22,7.38,159.78,0
1266040920,168,50,10,2,2,0,32.23,7.43,159.12,0
1266040980,96,28,2,0,0,0,32.24,7.44,156.72,0
1266041040,96,30,2,0,0,0,32.24,7.4,154.32,0
1266041100,114,36,4,0,0,0,32.27,7.47,153.36,0
1266041160,150,46,4,0,0,0,32.26,7.46,153.12,0
1266041220,138,36,4,0,0,0,32.29,7.47,152.88,0
1266041280,162,40,4,0,0,0,32.26,7.49,153.12,0
1266041340,126,38,6,0,0,0,32.26,7.51,151.44,0
1266041400,150,44,6,0,0,0,32.23,7.54,150.24,0
1266041460,138,38,4,0,0,0,32.22,7.57,150.72,0
1266041520,102,26,2,0,0,0,32.24,7.61,150.48,0
1266041580,144,44,8,0,0,0,32.23,7.56,148.86,0
1266041640,192,58,6,0,0,0,32.23,7.56,148.2,0
1266041700,192,58,6,0,0,0,32.19,7.66,148.44,0
1266041760,126,36,4,0,0,0,32.17,7.65,147.36,0
1266041820,156,44,4,0,0,0,32.16,7.76,148.2,0
1266041880,186,58,6,0,0,0,32.16,7.79,149.64,0
1266041940,186,58,6,0,0,0,32.13,7.85,151.2,0
1266042000,132,36,6,0,0,0,32.1,7.83,151.68,0
1266042060,132,36,6,0,0,0,32.08,7.88,150.24,0
1266042120,114,30,2,0,0,0,32.1,7.95,148.44,0
1266042120,114,30,2,0,0,0,32.09,7.98,146.64,0
1266042180,168,50,6,0,0,0,32.04,8.06,145.92,0
1266042240,168,50,6,0,0,0,32.02,8.08,146.4,0
1266042300,210,60,6,0,0,0,32,8.13,147.72,0
1266042360,210,60,6,0,0,0,32,8.12,149.04,0
1266042420,162,46,4,0,0,0,32,8.16,149.4,0
1266042480,162,46,4,0,0,0,31.98,8.19,148.8,0
1266042540,216,60,0,0,0,0,31.95,8.19,149.28,0
1266042600,216,60,0,0,0,0,31.96,8.24,149.76,0
1266042660,114,28,4,0,0,0,31.96,8.25,148.2,0
1266042720,114,28,4,0,0,0,31.94,8.2,146.4,0
1266042780,204,56,12,0,0,0,31.94,8.27,146.4,0
1266042840,204,56,12,0,0,0,31.93,8.33,148.2,0
1266042900,246,66,14,0,0,0,31.95,8.26,150.84,0
1266042960,246,66,14,0,0,0,31.95,8.19,153.48,0
1266043020,210,58,8,0,0,0,31.95,8.19,155.4,0
1266043080,210,58,8,0,0,0,31.95,8.24,157.08,0
1266043140,228,68,6,0,0,0,31.95,8.2,159.12,0
1266043200,228,68,6,0,0,0,31.96,8.22,161.28,0
1266043260,258,76,2,0,0,0,31.97,8.22,164.04,0
1266043320,258,76,2,0,0,0,31.96,8.21,165.84,0
1266043380,174,56,2,0,0,0,32.01,8.19,165.96,0
1266043440,174,56,2,0,0,0,31.99,8.23,167.04,0
1266043500,258,82,10,0,0,0,32,8.29,169.8,0
1266043560,258,82,10,0,0,0,32.01,8.26,172.2,0
1266043620,216,68,10,2,2,0,32.03,8.22,173.76,0
1266043680,216,68,10,2,2,0,32.04,8.26,175.2,0
1266043740,222,70,12,2,0,0,32.07,8.22,176.76,0
1266043800,222,70,12,2,0,0,32.1,8.2,177.72,0
1266043860,264,82,6,0,0,0,32.11,8.17,179.64,0
1266043920,270,84,4,0,0,0,32.14,8.15,183.12,0
1266043980,246,68,4,0,0,0,32.18,8.1,186.12,0
1266044040,264,72,6,0,0,0,32.23,8.06,189.12,0
1266044100,288,74,6,0,0,0,32.27,7.97,191.88,0
1266044160,258,64,2,0,0,0,32.28,7.97,194.28,0
1266044220,276,88,10,0,0,0,32.33,7.91,196.56,0
1266044220,282,90,10,0,0,0,32.33,7.91,199.68,0
1266044280,186,54,4,0,0,0,32.32,7.88,200.4,0
1266044340,180,52,4,0,0,0,32.31,7.89,201.24,0
1266044400,306,92,10,0,0,0,32.31,7.84,205.32,0
1266044460,300,90,8,0,0,0,32.32,7.82,208.44,0
1266044520,216,64,2,0,0,0,32.29,7.77,208.92,0
1266044580,228,68,2,0,0,0,32.3,7.74,209.64,0
1266044640,282,78,10,0,0,0,32.3,7.68,212.76,0
1266044700,288,82,10,0,0,0,32.29,7.57,215.4,0
1266044760,345,102,2,0,0,0,32.3,7.53,218.58,0
1266044820,318,94,4,0,0,0,32.3,7.52,221.22,0
1266044880,372,100,12,0,0,0,32.29,7.51,226.02,0
1266044940,354,92,8,0,0,0,32.28,7.45,230.46,0
1266045000,264,70,4,0,0,0,32.29,7.4,233.46,0
1266045060,264,72,4,0,0,0,32.24,7.39,236.46,0
1266045120,288,90,12,0,0,0,32.22,7.35,238.86,0
1266045180,312,100,12,0,0,0,32.22,7.32,241.74,0
1266045240,390,112,14,0,0,0,32.22,7.26,245.34,0
1266045300,390,106,10,0,0,0,32.18,7.25,248.94,0
1266045360,318,98,14,0,0,0,32.14,7.23,252.06,0
1266045420,330,100,12,0,0,0,32.15,7.21,255.42,0
1266045480,366,108,10,0,0,0,32.14,7.2,258.42,0
1266045540,396,114,12,0,0,0,32.13,7.23,262.02,0
1266045600,276,84,4,0,0,0,32.09,7.2,265.26,0
1266045660,288,88,6,0,0,0,32.09,7.19,268.74,0
1266045720,369,107,10,0,0,0,32.08,7.16,272.04,0
1266045780,357,103,10,0,0,0,32.07,7.19,275.1,0
1266045840,411,121,18,0,0,0,32.05,7.16,278.4,0
1266045900,399,117,20,0,0,0,32.04,7.18,281.46,0
1266045960,378,112,8,2,0,0,32.03,7.16,284.82,0
1266046020,366,108,8,2,0,0,32.01,7.15,287.94,0
1266046080,366,112,8,0,0,0,31.99,7.17,290.7,0
1266046140,360,108,8,0,0,0,32,7.18,293.34,0
1266046200,429,133,16,0,0,0,31.97,7.19,296.76,0
1266046260,444,135,16,0,0,0,31.95,7.16,300.48,0
1266046320,351,109,18,0,0,0,31.94,7.22,304.02,0
1266046320,315,97,18,0,0,0,31.94,7.21,306.84,0
1266046380,312,94,12,0,0,0,31.93,7.19,307.92,0
1266046560,369,111,8,0,0,0,31.93,7.16,312.3,0
1266046620,369,111,8,0,0,0,31.94,7.1,315.36,0
1266046680,300,82,8,0,0,0,31.95,7.1,316.92,0
1266046740,300,82,8,0,0,0,31.95,7.1,318.48,0
1266046800,288,80,4,0,0,0,31.93,7.09,318.96,0
1266046860,288,80,4,0,0,0,31.92,7.12,319.32,0
1266046920,360,104,14,0,0,0,31.92,7.07,321.6,0
1266046980,360,104,14,0,0,0,31.92,7.11,323.52,0
1266047040,405,116,10,0,0,0,31.92,7.08,325.86,0
1266047100,405,116,10,0,0,0,31.93,7.04,328.8,0
1266047160,291,86,12,0,0,0,31.93,7.02,329.1,0
1266047220,291,86,12,0,0,0,31.94,7.03,329.28,0
1266047280,282,82,10,0,0,0,31.94,7,331.2,0
1266047340,282,82,10,0,0,0,31.98,6.99,333.24,0
1266047400,324,102,6,0,0,0,32,6.94,333.6,0
1266047460,324,102,6,0,0,0,32.01,6.94,334.08,0
1266047460,252,72,8,0,0,0,32.03,6.88,334.8,0
1266047520,252,72,8,0,0,0,32.05,6.86,335.28,0
1266047580,372,106,20,0,0,0,32.07,6.84,337.08,0
1266047640,372,106,20,0,0,0,32.1,6.83,338.76,0
1266047700,354,96,10,2,0,0,32.12,6.8,338.94,0
1266047760,354,96,10,2,0,0,32.12,6.79,339.66,0
1266047820,330,86,8,0,0,0,32.15,6.81,338.82,0
1266047880,330,86,8,0,0,0,32.17,6.78,338.34,0
1266047940,381,108,14,2,2,2,32.18,6.79,340.68,0
1266048000,381,108,14,2,2,2,32.2,6.76,343.02,0
1266048060,345,92,22,2,0,0,32.23,6.77,344.16,0
1266048120,345,92,22,2,0,0,32.25,6.75,344.82,0
1266048180,324,90,6,0,0,0,32.28,6.74,343.5,0
1266048240,324,90,6,0,0,0,32.28,6.75,342.18,0
1266048300,363,104,10,0,0,0,32.28,6.78,343.08,0
1266048360,363,104,10,0,0,0,32.28,6.8,343.74,0
1266048420,432,127,22,0,0,0,32.3,6.78,345.06,0
1266048480,432,127,22,0,0,0,32.31,6.77,345.78,0
1266048540,384,116,18,0,0,0,32.33,6.71,347.94,0
1266048600,384,116,18,0,0,0,32.31,6.72,349.86,0
1266048660,387,111,6,0,0,0,32.33,6.66,350.22,0
1266048720,387,111,6,0,0,0,32.33,6.72,350.82,0
1266048780,342,104,14,0,0,0,32.32,6.7,349.44,0
1266048840,342,104,14,0,0,0,32.31,6.69,348.3,0
1266048900,375,111,12,0,0,0,32.29,6.74,348.24,0
1266048960,375,111,12,0,0,0,32.31,6.73,348.42,0
1266049020,375,108,6,0,0,0,32.27,6.72,348.6,0
1266049080,411,118,6,0,0,0,32.27,6.74,349.62,0
1266049140,489,134,10,0,0,0,32.28,6.71,350.82,0
1266049200,450,121,10,0,0,0,32.26,6.69,350.94,0
1266049260,348,97,10,0,0,0,32.24,6.7,350.88,0
1266049320,354,99,12,0,0,0,32.24,6.68,351.66,0
1266049380,402,124,10,0,0,0,32.2,6.67,353.46,0
1266049440,414,126,12,0,0,0,32.19,6.66,355.26,0
1266049500,354,99,8,0,0,0,32.18,6.68,354.96,0
1266049560,297,82,8,0,0,0,32.16,6.7,353.52,0
1266049560,300,86,6,0,0,0,32.13,6.71,353.52,0
1266049620,282,86,6,0,0,0,32.11,6.74,353.16,0
1266049680,441,133,26,4,2,0,32.07,6.76,356.22,0
1266049740,480,144,28,4,2,0,32.07,6.75,360.06,0
1266049800,318,94,10,2,0,0,32.03,6.77,359.22,0
1266049860,336,96,8,2,0,0,32.02,6.75,358.74,0
1266049920,327,92,20,2,0,0,32,6.72,357.18,0
1266049980,327,94,18,2,0,0,31.99,6.73,355.62,0
1266050040,276,86,10,0,0,0,31.98,6.7,355.32,0
1266050100,294,90,12,0,0,0,31.97,6.74,355.38,0
1266050160,375,102,16,0,0,0,31.96,6.74,357.24,0
1266050220,369,98,20,0,0,0,31.97,6.74,358.98,0
1266050280,276,82,2,0,0,0,31.97,6.72,358.02,0
1266050340,270,82,2,0,0,0,31.98,6.72,356.94,0
1266050400,396,108,12,0,0,0,31.98,6.7,359.82,0
1266050460,339,100,16,0,0,0,31.97,6.86,361.56,0
1266050520,294,92,6,0,0,0,31.98,7.2,360,0
1266050580,282,84,8,0,0,0,31.99,6.84,358.2,0
1266050640,294,90,6,0,0,0,31.97,6.89,357,0
1266050700,282,86,4,0,0,0,31.98,6.82,355.56,0
1266050760,459,129,10,0,0,0,31.99,6.78,358.14,0
1266050820,429,121,10,0,0,0,31.99,6.74,360.12,0
1266050880,447,123,14,0,0,0,31.97,6.78,361.44,0
1266050940,447,119,16,0,0,0,31.98,6.76,362.76,0
1266051000,309,89,4,0,0,0,31.98,6.71,362.04,0
1266051060,309,91,6,0,0,0,31.99,6.71,361.32,0
1266051120,375,104,12,0,0,0,32,6.74,362.34,0
1266051180,369,102,12,0,0,0,32,6.91,363.24,0
1266051240,303,93,20,0,0,0,31.99,6.84,362.04,0
1266051300,309,93,22,0,0,0,32.01,6.78,360.96,0
1266051360,354,100,8,0,0,0,32.03,6.79,359.4,0
1266051420,330,96,8,0,0,0,32.07,6.81,357.36,0
1266051480,246,70,10,0,0,0,32.08,6.74,354.6,0
1266051540,282,76,10,0,0,0,32.11,6.74,352.56,0
1266051600,360,102,10,2,0,0,32.14,6.82,352.02,0
1266051600,354,102,10,2,0,0,32.15,6.94,351.36,0
1266051660,360,95,8,0,0,0,32.17,6.98,351.72,0
1266051720,348,91,8,0,0,0,32.18,6.65,351.84,0
1266051780,312,84,10,0,0,0,32.2,6.55,350.58,0
1266051840,288,78,8,0,0,0,32.24,6.45,348.84,0
1266051900,408,116,12,0,0,0,32.26,6.42,349.5,0
1266051960,390,112,12,0,0,0,32.26,6.38,349.08,0
1266052020,312,98,10,2,0,0,32.28,6.37,345.54,0
1266052080,294,92,8,2,0,0,32.31,6.34,342.42,0
1266052140,381,105,12,2,0,0,32.31,6.31,343.08,0
1266052200,375,109,14,2,0,0,32.34,6.3,343.5,0
1266052260,252,74,6,2,0,0,32.38,6.28,340.5,0
1266052320,276,78,8,4,0,0,32.37,6.26,337.74,0
1266052380,216,64,4,0,0,0,32.4,6.23,334.98,0
1266052440,234,68,4,0,0,0,32.4,6.21,333.72,0
1266052500,363,105,12,0,0,0,32.39,6.22,334.98,0
1266052560,339,101,12,0,0,0,32.38,6.2,336.12,0
1266052620,345,106,10,0,0,0,32.37,6.23,334.2,0
1266052680,357,110,10,0,0,0,32.37,6.21,331.74,0
1266052740,288,88,14,2,0,0,32.33,6.24,331.14,0
1266052800,282,86,14,2,0,0,32.33,6.26,330.06,0
1266052860,333,93,14,0,0,0,32.33,6.28,330.18,0
1266052920,333,95,12,0,0,0,32.31,6.29,330.3,0
1266052980,342,98,2,0,0,0,32.3,6.26,331.62,0
1266053040,318,92,2,0,0,0,32.29,6.31,332.1,0
1266053100,267,78,8,0,0,0,32.28,6.3,329.94,0
1266053160,297,82,6,0,0,0,32.26,6.29,328.5,0
1266053220,321,95,10,0,0,0,32.25,6.31,329.4,0
1266053280,339,101,10,0,0,0,32.25,6.3,330.78,0
1266053340,318,94,6,0,0,0,32.23,6.33,329.22,0
1266053400,312,92,6,0,0,0,32.2,6.32,328.68,0
1266053460,228,70,10,2,0,0,32.2,6.36,327.36,0
1266053520,222,68,10,2,0,0,32.18,6.36,326.16,0
1266053580,279,72,2,0,0,0,32.18,6.38,325.86,0
1266053640,297,82,2,0,0,0,32.13,6.43,326.16,0
1266053640,228,74,16,0,0,0,32.14,6.43,321.54,0
