Time,0.3 µm,0.5 µm,1.0 µm,2.5 µm,5.0 µm,10 µm,Temp,RH,Smooth,None
1247806260,10.2,34.32,65.34,0,0,0,0,0,0,0
1247806260,10.2,34.32,65.34,0,0,0,0,0,0,0
1265444940,87,25,1,1,0,0,32.4,0,166.32,0
1265445000,138,38,2,0,0,0,32.39,0,164.22,0
1265445060,132,36,2,0,0,0,32.38,0.01,162,0
1265445720,105,30,2,0,0,0,32.43,0.06,147.42,0
1265445780,75,20,4,1,0,0,32.44,0,145.56,0
1265445840,75,20,4,1,0,0,32.43,0.04,143.7,0
1265445900,0,0,0,0,0,0,32.76,0.37,0,0
1265446020,198,42,2,0,0,0,32.15,0.63,3.96,0
1265446080,174,49,7,0,0,0,31.9,0.51,7.44,0
1265446140,174,49,7,0,0,0,31.63,0.66,10.92,0
1265446200,126,41,2,0,0,0,31.25,0.79,13.44,0
1265446200,126,41,2,0,0,0,30.97,0.92,15.96,0
1265446260,117,30,6,0,0,0,30.33,1.2,18.3,0
1265446320,117,30,6,0,0,0,30.31,1.17,20.64,0
1265446380,117,37,7,2,0,0,30.34,1.14,22.98,0
1265446440,123,39,7,2,0,0,30.37,1.1,25.44,0
1265446500,105,30,8,2,1,0,30.11,1.21,27.54,0
1265446560,105,30,8,2,1,0,30.01,1.27,29.64,0
1265446620,162,47,1,0,0,0,30.03,1.26,32.88,0
1265446680,162,47,1,0,0,0,30.12,1.2,36.12,0
1265446740,162,52,3,0,0,0,30.04,1.21,39.36,0
1265446800,162,52,3,0,0,0,29.97,1.19,42.6,0
1265446860,90,26,3,1,0,0,29.94,1.15,44.4,0
1265446920,102,26,3,1,0,0,29.91,1.13,46.44,0
1265446980,105,24,4,1,0,0,29.76,1.21,2.1,0
1265446980,111,28,4,0,0,0,29.68,1.23,2.22,0
1265447040,186,59,10,1,1,0,29.77,1.3,5.94,0
1265447100,177,43,7,1,0,0,29.6,1.35,3.54,0
1265447160,108,27,3,0,0,0,29.63,1.33,5.7,0
1265447220,108,27,3,0,0,0,29.59,1.35,7.86,0
1265447340,162,48,7,0,0,0,29.52,1.41,3.24,0
1265447400,192,50,4,0,0,0,29.53,1.41,7.08,0
1265447460,186,57,6,1,0,0,29.43,1.43,3.72,0
1265447520,123,37,3,0,0,0,29.34,1.51,6.18,0
1265447580,180,47,5,0,0,0,29.28,1.57,3.6,0
1265447580,126,36,6,0,0,0,29.14,1.7,2.52,0
1265447640,111,35,5,0,0,0,29.29,1.65,4.74,0
1265447700,126,36,5,0,0,0,29.46,1.54,7.26,0
1265972880,162,46,8,0,0,0,25.64,0.3,3.24,0
1265972940,309,86,10,0,0,0,26.05,0.45,6.18,0
1265973060,228,66,14,2,0,0,26.82,0.79,4.56,0
1265973120,264,80,10,2,0,0,27.42,0.97,9.84,0
1265973180,234,70,6,0,0,0,27.94,1.23,14.52,0
1265973240,192,58,8,0,0,0,28.3,1.17,18.36,0
1265973240,282,78,2,0,0,0,28.46,1.38,5.64,0
1265973300,300,90,16,0,0,0,28.7,1.49,6,0
1265973420,0,0,0,0,0,0,29.31,1.63,0,0
1265973480,168,54,14,0,0,0,29.34,0.45,3.36,0
1265973540,0,0,0,0,0,0,29.68,0.08,0,0
1265973600,198,58,10,0,0,0,29.73,1.69,3.96,0
1265973660,222,64,10,0,0,0,29.79,1.72,8.4,0
1265973720,240,70,8,0,0,0,29.93,1.74,13.2,0
1265973780,246,72,8,0,0,0,30.06,1.4,18.12,0
1265973840,204,58,10,0,0,0,30.16,1.61,22.2,0
1265973900,204,58,10,0,0,0,30.27,1.88,26.28,0
1265973960,210,56,10,0,0,0,30.34,1.7,30.48,0
1265974020,210,56,10,0,0,0,30.46,1.92,34.68,0
1265974080,150,42,8,0,0,0,30.53,2,37.68,0
1265974140,150,42,8,0,0,0,30.65,2.01,40.68,0
1265974200,204,52,8,0,0,0,30.74,2.05,44.76,0
1265974260,204,52,8,0,0,0,30.81,2.04,48.84,0
1265974320,228,60,14,4,0,0,30.87,2.11,53.4,0
1265974380,228,56,12,4,0,0,30.95,2.14,57.96,0
1265974440,156,46,6,0,0,0,30.99,2.07,61.08,0
1265974500,150,44,6,0,0,0,31.07,2.15,64.08,0
1265974560,225,67,6,0,0,0,31.12,2.18,68.58,0
1265974620,237,71,6,0,0,0,31.19,2.3,73.32,0
1265974680,252,68,6,0,0,0,31.24,2.15,78.36,0
1265974740,258,68,6,0,0,0,31.28,2.18,83.52,0
1265974800,240,78,20,0,0,0,31.33,2.27,88.32,0
1265974860,210,68,20,0,0,0,31.38,2.27,92.52,0
1265974920,198,56,12,0,0,0,31.39,1.32,96.48,0
1265974980,180,50,12,0,0,0,31.4,2.14,100.08,0
1265975040,174,48,8,0,0,0,31.41,2.19,103.56,0
1265975100,174,48,8,0,0,0,31.41,2.17,107.04,0
1265975160,219,61,16,2,0,0,31.41,2.3,111.42,0
1265975220,219,61,16,2,0,0,31.43,2.23,115.8,0
1265975280,234,68,10,0,0,0,31.46,2.23,120.48,0
1265975280,234,68,10,0,0,0,31.49,2.04,125.16,0
1265975340,198,56,10,0,0,0,31.49,2.07,129.12,0
1265975400,198,56,10,0,0,0,31.49,2.21,133.08,0
1265975460,192,56,8,2,0,0,31.53,1.97,136.92,0
1265975520,192,56,8,2,0,0,31.55,1.76,140.76,0
1265975580,222,66,4,0,0,0,31.56,2.06,145.2,0
1265975640,222,66,4,0,0,0,31.58,1.88,149.64,0
1265975700,228,62,8,2,0,0,31.58,1.72,154.2,0
1265975760,228,62,8,2,0,0,31.59,1.66,158.76,0
1265975820,180,56,6,0,0,0,31.58,1.81,162.36,0
1265975880,180,56,6,0,0,0,31.61,2.07,165.96,0
1265975940,240,66,10,0,0,0,31.64,1.59,170.76,0
1265976000,240,66,10,0,0,0,31.65,1.91,175.56,0
1265976060,204,58,8,2,0,0,31.66,2.18,179.64,0
1265976120,204,58,8,2,0,0,31.66,2.23,183.72,0
1265976180,222,66,12,2,0,0,31.69,2.06,188.16,0
1265976240,222,66,12,2,0,0,31.69,2.07,192.6,0
1265976300,264,74,14,0,0,0,31.72,2.08,197.88,0
1265976360,264,74,14,0,0,0,31.74,1.99,203.16,0
1265976420,240,76,14,0,0,0,31.78,1.82,207.96,0
1265976480,240,76,14,0,0,0,31.78,1.94,212.76,0
1265976540,246,74,12,2,0,0,31.8,1.98,213.72,0
1265976600,246,74,12,2,0,0,31.81,2.07,214.2,0
1265976660,327,96,12,2,2,2,31.81,2.21,215.94,0
1265976720,327,96,12,2,2,2,31.8,1.8,217.56,0
1265976780,264,68,10,0,0,0,31.85,2.2,218.76,0
1265976840,264,68,10,0,0,0,31.89,2.22,219.96,0
1265976900,282,74,14,2,0,0,31.92,2.14,221.4,0
1265976960,282,74,14,2,0,0,31.9,2.2,222.84,0
1265977020,291,84,12,2,0,0,31.92,2.19,225.66,0
1265977080,291,84,12,2,0,0,31.96,2.18,228.48,0
1265977140,216,56,6,0,0,0,31.98,2.24,228.72,0
1265977200,216,56,6,0,0,0,32.01,2.17,228.96,0
1265977260,240,66,10,2,0,0,32.03,2.36,229.2,0
1265977320,240,66,10,2,0,0,31.98,2.33,229.44,0
1265977380,222,62,10,0,0,0,32.01,2.22,230.76,0
1265977380,222,62,10,0,0,0,32.02,2.29,232.2,0
1265977440,252,78,18,0,0,0,32.03,2.3,232.74,0
1265977500,252,78,18,0,0,0,32.03,2.3,233.04,0
1265977560,198,64,8,0,0,0,32.03,2.36,231.96,0
1265977620,198,64,8,0,0,0,32.01,2.3,230.76,0
1265977680,180,56,12,0,0,0,32.01,2.26,229.56,0
1265977740,180,56,12,0,0,0,32.02,2.26,228.96,0
1265977800,312,88,12,0,0,0,32.03,2.49,231.24,0
1265977860,312,88,12,0,0,0,32.03,2.46,233.88,0
1265977920,312,86,20,0,0,0,32,2.37,236.64,0
1265977980,312,86,20,0,0,0,32.04,2.15,239.4,0
1265978040,246,72,16,2,2,0,32.03,2.36,239.94,0
1265978100,246,72,16,2,2,0,32.02,2.25,240.48,0
1265978160,168,44,10,0,0,0,32.03,2.32,239.16,0
1265978220,168,44,10,0,0,0,32.04,2.36,237.84,0
1265978280,246,72,16,4,2,2,32.05,2.21,238.8,0
1265978340,246,72,16,4,2,2,32.04,2.42,239.76,0
1265978400,222,72,4,0,0,0,32.07,2.34,240.36,0
1265978460,222,72,4,0,0,0,32.07,2.29,240.96,0
1265978520,252,70,12,0,0,0,32.07,2.23,241.56,0
1265978580,252,70,12,0,0,0,32.07,2.34,242.16,0
1265978640,132,38,2,0,0,0,32.09,2.35,240.24,0
1265978700,132,38,2,0,0,0,32.05,2.3,238.32,0
1265978760,204,54,6,0,0,0,32.05,2.25,238.8,0
1265978820,204,54,6,0,0,0,32.04,2.17,239.28,0
1265978880,282,78,24,2,0,0,32.03,2.27,240.12,0
1265978940,282,78,24,2,0,0,32.08,2.17,240.96,0
1265979000,168,50,6,0,0,0,32.07,2.26,240.24,0
1265979060,168,50,6,0,0,0,32.09,2.3,239.52,0
1265979120,282,90,12,0,0,0,32.1,2.35,240.72,0
1265979180,282,90,12,0,0,0,32.09,2.37,241.92,0
1265979240,270,82,4,0,0,0,32.11,2.31,242.04,0
1265979300,270,82,4,0,0,0,32.11,2.36,242.16,0
1265979360,231,64,4,0,0,0,32.12,2.33,241.98,0
1265979420,207,52,4,0,0,0,32.15,2.38,241.32,0
1265979480,240,76,22,2,0,0,32.14,2.52,241.2,0
1265979480,240,74,18,4,0,0,32.13,2.54,241.08,0
1265979540,216,68,10,0,0,0,32.11,2.52,238.86,0
1265979600,228,72,12,0,0,0,32.11,2.54,236.88,0
1265979660,240,72,2,0,0,0,32.13,2.53,236.4,0
1265979720,234,70,4,0,0,0,32.14,2.55,235.8,0
1265979780,210,64,12,0,0,0,32.1,2.52,234.36,0
1265979840,210,64,12,0,0,0,32.08,2.52,232.92,0
1265979900,282,80,20,0,0,0,32.09,2.49,232.74,0
1265979960,282,80,20,0,0,0,32.1,2.52,232.56,0
1265980020,264,78,12,0,0,0,32.08,2.51,233.52,0
1265980080,264,78,12,0,0,0,32.07,2.48,234.48,0
1265980140,264,82,14,0,0,0,32.07,2.49,234.96,0
1265980200,264,82,14,0,0,0,32.08,2.54,235.44,0
1265980260,234,76,14,2,2,2,32.09,2.52,235.68,0
1265980320,234,76,14,2,2,2,32.09,2.52,235.92,0
1265980380,168,50,10,0,0,0,32.11,2.53,234.24,0
1265980440,168,50,10,0,0,0,32.08,2.53,232.56,0
1265980500,192,64,14,0,0,0,32.08,2.5,232.44,0
1265980560,192,64,14,0,0,0,32.07,2.43,232.32,0
1265980620,168,44,10,2,0,0,32.08,2.51,232.08,0
1265980680,168,44,10,2,0,0,32.04,2.49,231.84,0
1265980740,210,64,8,0,0,0,32.07,2.5,229.8,0
1265980800,210,64,8,0,0,0,32.07,2.49,227.76,0
1265980860,264,74,10,2,0,0,32.04,2.39,226.8,0
1265980920,264,74,10,2,0,0,32.05,2.43,225.84,0
1265980980,186,50,8,0,0,0,32.07,2.36,224.64,0
1265981040,150,48,8,0,0,0,32.09,2.39,223.08,0
1265981100,150,48,8,0,0,0,32.12,2.36,222.72,0
1265981160,180,50,4,0,0,0,32.13,2.42,221.4,0
1265981220,180,50,4,0,0,0,32.14,2.4,220.08,0
1265981280,138,44,6,0,0,0,32.13,2.41,218.4,0
1265981340,138,44,6,0,0,0,32.16,2.36,216.72,0
1265981400,246,78,16,2,2,2,32.15,2.34,216.6,0
1265981460,246,78,16,2,2,2,32.18,2.33,216.48,0
1265981520,255,74,16,0,0,0,32.2,2.34,218.94,0
1265981580,255,74,16,0,0,0,32.22,2.33,221.4,0
1265981640,252,76,16,2,0,0,32.22,2.35,222.36,0
1265981700,252,76,16,2,0,0,32.22,2.32,223.32,0
1265981760,204,62,8,0,0,0,32.23,2.22,221.76,0
1265981820,204,62,8,0,0,0,32.2,2.19,220.2,0
1265981880,192,56,6,0,0,0,32.23,2.21,220.68,0
1265981940,192,56,6,0,0,0,32.24,2.17,221.16,0
1265982000,198,64,14,0,0,0,32.25,2.17,219.48,0
1265982060,198,64,14,0,0,0,32.26,2.2,217.8,0
1265982120,216,64,14,0,0,0,32.25,2.17,216.72,0
1265982180,216,64,14,0,0,0,32.26,2.16,215.64,0
1265982240,210,66,14,2,0,0,32.26,2.16,215.22,0
1265982300,210,66,14,2,0,0,32.28,2.14,215.28,0
1265982360,306,78,8,2,0,0,32.28,2.14,216.6,0
1265982420,306,78,8,2,0,0,32.28,2.14,217.92,0
1265982420,264,74,14,0,0,0,32.3,2.07,218.88,0
1265982480,264,74,14,0,0,0,32.31,2.08,219.6,0
1265982540,258,70,16,2,2,2,32.3,2.15,219.96,0
1265982600,258,70,16,2,2,2,32.32,2.14,220.44,0
1265982660,288,86,10,2,0,0,32.31,2.11,222,0
1265982720,288,86,10,2,0,0,32.35,2.14,223.56,0
1265982780,168,46,8,0,0,0,32.33,2.11,221.28,0
1265982840,168,46,8,0,0,0,32.31,2.07,219,0
1265982900,264,72,4,0,0,0,32.31,2.05,219,0
1265982960,264,72,4,0,0,0,32.28,2.01,219,0
1265983020,186,56,16,0,0,0,32.28,2,217.44,0
1265983080,186,56,16,0,0,0,32.27,2.04,215.88,0
1265983140,243,62,10,0,0,0,32.26,2.02,216.06,0
1265983200,243,62,10,0,0,0,32.24,2.02,216.24,0
1265983260,228,70,8,0,0,0,32.23,1.98,217.44,0
1265983320,228,70,8,0,0,0,32.2,1.96,218.64,0
1265983380,258,78,6,0,0,0,32.19,1.94,219.96,0
1265983440,240,72,6,0,0,0,32.16,1.91,220.92,0
1265983500,204,56,2,0,0,0,32.16,1.91,221.64,0
1265983560,192,54,2,0,0,0,32.14,1.9,222.12,0
1265983620,240,74,12,0,0,0,32.13,1.89,222.72,0
1265983680,234,72,12,0,0,0,32.13,1.88,223.2,0
1265983740,228,58,12,0,0,0,32.09,1.87,222.48,0
1265983800,192,50,8,0,0,0,32.09,1.88,221.04,0
1265983860,204,56,12,0,0,0,32.07,1.83,221.4,0
1265983920,192,54,10,0,0,0,32.09,1.85,221.52,0
1265983980,234,72,12,0,0,0,32.07,1.87,223.2,0
1265984040,234,72,10,0,0,0,32.07,1.77,224.88,0
1265984100,216,66,12,0,0,0,32.07,1.8,225.6,0
1265984160,216,66,6,0,0,0,32.07,1.79,226.32,0
1265984220,186,50,4,2,2,0,32.08,1.81,227.28,0
1265984280,186,50,4,2,2,0,32.09,1.83,228.24,0
1265984340,258,74,8,0,0,0,32.11,1.83,228.48,0
1265984400,258,74,8,0,0,0,32.13,1.82,228.72,0
1265984460,246,74,14,2,0,0,32.12,1.81,228.54,0
1265984520,246,74,14,2,0,0,32.13,1.76,228.36,0
1265984520,240,70,10,0,0,0,32.13,1.82,228.12,0
1265984580,240,70,10,0,0,0,32.13,1.78,227.88,0
1265984640,192,60,20,0,0,0,32.14,1.76,227.64,0
1265984700,192,60,20,0,0,0,32.16,1.75,227.4,0
1265984760,174,56,6,0,0,0,32.15,1.72,227.04,0
1265984820,174,56,6,0,0,0,32.15,1.72,226.68,0
1265984880,222,70,10,2,0,0,32.18,1.71,227.16,0
1265984940,222,70,10,2,0,0,32.16,1.68,227.64,0
1265985000,240,66,14,2,2,0,32.16,1.66,228.12,0
1265985060,240,66,14,2,2,0,32.17,1.64,228.6,0
1265985120,300,86,12,0,0,0,32.18,1.62,230.4,0
1265985180,300,86,12,0,0,0,32.16,1.62,232.2,0
1265985240,219,64,8,2,0,0,32.18,1.62,230.46,0
1265985300,219,64,8,2,0,0,32.15,1.6,228.72,0
1265985360,279,88,8,0,0,0,32.17,1.59,229.02,0
1265985420,279,88,8,0,0,0,32.16,1.6,229.32,0
1265985480,216,64,8,0,0,0,32.16,1.56,228.48,0
1265985540,216,64,8,0,0,0,32.14,1.56,227.64,0
1265985600,270,78,10,0,0,0,32.15,1.54,227.28,0
1265985660,270,78,10,0,0,0,32.13,1.52,226.92,0
1265985720,258,78,20,4,0,0,32.11,1.49,228.72,0
1265985780,258,78,20,4,0,0,32.11,1.48,230.52,0
1265985840,246,64,14,2,2,2,32.08,1.44,230.16,0
1265985900,246,64,14,2,2,2,32.08,1.44,229.8,0
1265985960,249,68,2,2,0,0,32.07,1.41,231.06,0
1265986020,249,68,2,2,0,0,32.07,1.4,232.32,0
1265986080,210,56,4,2,0,0,32.08,1.38,231.66,0
1265986140,210,56,4,2,0,0,32.08,1.36,231,0
1265986200,180,48,6,0,0,0,32.08,1.35,230.04,0
1265986260,180,48,6,0,0,0,32.07,1.33,229.08,0
1265986320,216,62,8,2,2,0,32.05,1.31,228.24,0
1265986380,216,62,8,2,2,0,32.04,1.29,227.76,0
1265986440,231,69,12,2,2,2,32.07,1.28,228.3,0
1265986500,231,69,12,2,2,2,32.05,1.27,229.08,0
1265986560,222,66,20,0,0,0,32.05,1.27,228.72,0
1265986620,222,66,20,0,0,0,32.05,1.24,228.48,0
1265986620,252,70,14,2,2,0,32.08,1.21,228.96,0
1265986680,252,70,14,2,2,0,32.05,1.24,230.16,0
1265986740,261,66,8,4,0,0,32.08,1.22,231.3,0
1265986800,261,66,8,4,0,0,32.1,1.21,232.68,0
1265986860,246,72,14,0,0,0,32.07,1.2,232.92,0
1265986920,246,72,14,0,0,0,32.09,1.15,233.16,0
1265986980,318,86,14,2,0,0,32.09,1.18,235.2,0
1265987040,318,86,14,2,0,0,32.1,1.16,237.24,0
1265987100,156,48,14,0,0,0,32.1,1.17,236.64,0
1265987160,156,48,14,0,0,0,32.09,1.14,236.04,0
1265987220,264,74,14,0,0,0,32.1,1.15,236.16,0
1265987280,264,74,14,0,0,0,32.1,1.14,236.28,0
1265987340,180,54,8,2,0,0,32.12,1.13,234.96,0
1265987400,180,54,8,2,0,0,32.11,1.12,233.64,0
1265987460,180,48,0,0,0,0,32.12,1.09,232.44,0
1265987520,180,48,0,0,0,0,32.12,1.08,231.24,0
1265987580,198,58,8,2,0,0,32.12,1.07,231.36,0
1265987640,198,58,8,2,0,0,32.12,1.05,231.48,0
1265987700,162,50,6,0,0,0,32.14,1.07,231.24,0
1265987760,162,50,6,0,0,0,32.15,1.1,231,0
1265987820,210,60,2,0,0,0,32.15,1.05,230.76,0
1265987880,210,60,2,0,0,0,32.17,1.07,230.52,0
1265987940,162,52,10,0,0,0,32.17,1.08,228.96,0
1265988000,162,52,10,0,0,0,32.18,1.04,227.4,0
1265988060,270,78,10,0,0,0,32.17,1.08,226.8,0
1265988120,270,78,10,0,0,0,32.17,1.06,226.2,0
1265988180,219,64,24,2,0,0,32.19,1.06,226.2,0
1265988240,219,64,24,2,0,0,32.23,1.1,226.2,0
1265988300,156,44,12,0,0,0,32.22,1.09,223.74,0
1265988360,156,44,12,0,0,0,32.24,1.09,221.28,0
1265988420,264,78,20,0,0,0,32.24,1.07,222.24,0
1265988480,264,78,20,0,0,0,32.24,1.09,223.2,0
1265988540,252,74,10,2,2,0,32.25,1.06,222.84,0
1265988600,252,74,10,2,2,0,32.25,1.08,222.48,0
1265988660,216,64,2,0,0,0,32.27,1.1,221.64,0
1265988660,216,64,2,0,0,0,32.27,1.12,220.8,0
1265988720,192,60,4,0,0,0,32.27,1.14,219.72,0
1265988780,192,60,4,0,0,0,32.24,1.12,218.64,0
1265988840,288,84,12,0,0,0,32.25,1.1,219.42,0
1265988900,288,84,12,0,0,0,32.25,1.07,220.2,0
1265988960,309,88,18,2,0,0,32.23,1.04,222.18,0
1265989020,309,88,18,2,0,0,32.23,1.04,224.16,0
1265989080,186,60,2,0,0,0,32.25,1.08,224.28,0
1265989140,186,60,2,0,0,0,32.25,1.07,224.4,0
1265989200,258,70,12,0,0,0,32.23,1.07,225.24,0
1265989260,258,70,12,0,0,0,32.23,1.05,226.08,0
1265989320,264,82,14,0,0,0,32.22,1.01,226.74,0
1265989380,228,72,12,0,0,0,32.25,1,226.68,0
1265989440,228,64,4,0,0,0,32.27,1.01,226.8,0
1265989500,246,70,6,0,0,0,32.26,0.95,227.28,0
1265989560,240,68,6,0,0,0,32.28,0.94,227.04,0
1265989620,246,74,6,0,0,0,32.25,0.93,226.92,0
1265989680,204,62,6,0,0,0,32.25,0.9,225.78,0
1265989740,228,72,8,0,0,0,32.25,0.91,225.12,0
1265989800,198,58,6,0,0,0,32.23,0.97,224.16,0
1265989860,174,50,8,0,0,0,32.24,0.96,222.72,0
1265989920,198,56,10,0,0,0,32.23,0.97,220.32,0
1265989980,216,60,10,0,0,0,32.22,0.97,218.28,0
1265990040,234,68,4,2,0,0,32.23,0.97,219.84,0
1265990100,258,72,6,4,0,0,32.2,0.98,221.88,0
1265990160,204,58,8,0,0,0,32.22,0.97,220.68,0
1265990220,204,62,8,0,0,0,32.22,0.96,219.48,0
1265990280,285,90,10,2,0,0,32.23,0.94,221.58,0
1265990340,273,84,8,2,0,0,32.2,0.97,223.44,0
1265990400,216,66,10,0,0,0,32.22,0.96,224.16,0
1265990460,210,64,6,0,0,0,32.2,0.95,224.76,0
1265990520,162,40,6,0,0,0,32.24,0.95,224.04,0
1265990580,138,34,4,0,0,0,32.2,0.95,222.84,0
1265990640,264,76,10,2,2,2,32.2,0.95,224.88,0
1265990700,288,84,12,2,2,2,32.23,0.95,227.4,0
1265990760,168,54,6,2,0,0,32.19,0.95,226.56,0
1265990760,156,50,4,2,0,0,32.18,0.95,225.48,0
1265990820,234,70,4,2,0,0,32.19,0.91,226.92,0
1265990880,222,66,4,2,0,0,32.18,0.93,228.12,0
1265990940,204,58,16,0,0,0,32.22,0.93,226.8,0
1265991000,204,60,12,0,0,0,32.17,0.92,225.48,0
1265991060,228,70,6,0,0,0,32.17,0.92,225.66,0
1265991120,228,70,6,0,0,0,32.17,0.88,225.84,0
1265991180,222,62,2,0,0,0,32.17,0.88,227.16,0
1265991240,222,62,2,0,0,0,32.17,0.87,228.48,0
1265991300,252,78,8,2,2,0,32.17,0.81,228.24,0
1265991360,252,78,8,2,2,0,32.18,0.74,228,0
1265991420,192,56,10,0,0,0,32.18,0.75,226.8,0
1265991480,192,56,10,0,0,0,32.19,0.76,225.6,0
1265991540,222,72,8,2,0,0,32.2,0.78,225.72,0
1265991600,222,72,8,2,0,0,32.2,0.77,225.84,0
1265991660,270,82,14,0,0,0,32.24,0.81,227.4,0
1265991720,270,82,14,0,0,0,32.24,0.82,228.96,0
1265991780,288,84,14,2,2,0,32.26,0.78,228.96,0
1265991840,288,84,14,2,2,0,32.29,0.83,228.96,0
1265991900,180,58,10,0,0,0,32.29,0.78,226.38,0
1265991960,180,58,10,0,0,0,32.28,0.77,223.8,0
1265992020,234,66,4,0,0,0,32.28,0.82,224.76,0
1265992080,234,66,4,0,0,0,32.29,0.79,225.72,0
1265992140,240,68,6,0,0,0,32.33,0.82,225.36,0
1265992200,240,68,6,0,0,0,32.32,0.8,225,0
1265992260,216,64,8,0,0,0,32.34,0.81,224.04,0
1265992320,216,64,8,0,0,0,32.35,0.83,223.8,0
1265992380,258,74,16,4,2,2,32.37,0.82,224.4,0
1265992440,258,74,16,4,2,2,32.38,0.83,224.64,0
1265992500,198,58,4,0,0,0,32.4,0.83,223.8,0
1265992560,198,58,4,0,0,0,32.39,0.84,222.84,0
1265992620,246,66,2,0,0,0,32.4,0.82,223.68,0
1265992680,246,66,2,0,0,0,32.41,0.83,224.04,0
1265992740,255,74,8,2,0,0,32.42,0.85,225.18,0
1265992800,255,74,8,2,0,0,32.44,0.86,226.8,0
1265992860,288,84,16,2,0,0,32.42,0.83,228.6,0
1265992920,288,84,16,2,0,0,32.42,0.84,230.04,0
1265992920,288,84,10,2,0,0,32.44,0.84,231.12,0
1265992980,288,84,10,2,0,0,32.44,0.88,231.72,0
1265993040,273,79,14,4,0,0,32.46,0.88,233.1,0
1265993100,273,79,14,4,0,0,32.48,0.88,234.48,0
1265993160,321,94,10,0,0,0,32.48,0.88,235.2,0
1265993220,321,94,10,0,0,0,32.48,0.87,236.16,0
1265993280,234,66,6,0,0,0,32.53,0.87,236.52,0
1265993340,234,66,6,0,0,0,32.52,0.89,237,0
1265993400,216,62,12,4,0,0,32.53,0.86,238.08,0
1265993460,216,62,12,4,0,0,32.53,0.85,239.64,0
1265993520,264,76,14,0,0,0,32.54,0.88,239.64,0
1265993580,264,76,14,0,0,0,32.53,0.84,239.16,0
1265993640,234,62,18,2,2,2,32.55,0.87,240.48,0
1265993700,234,62,18,2,2,2,32.56,0.87,242.04,0
1265993760,228,70,8,0,0,0,32.53,0.86,241.92,0
1265993820,228,70,8,0,0,0,32.54,0.85,242.04,0
1265993880,279,83,8,0,0,0,32.53,0.84,243.54,0
1265993940,279,83,8,0,0,0,32.52,0.87,245.04,0
1265994000,216,66,14,2,0,0,32.5,0.86,244.8,0
1265994060,216,66,14,2,0,0,32.48,0.82,244.56,0
1265994120,279,84,16,2,0,0,32.48,0.82,245.7,0
1265994180,309,94,14,4,0,0,32.46,0.86,247.44,0
1265994240,315,96,10,4,0,0,32.46,0.86,248.7,0
1265994300,315,96,10,4,0,0,32.45,0.83,249.96,0
1265994360,270,74,8,0,0,0,32.47,0.82,251.52,0
1265994420,270,74,8,0,0,0,32.45,0.84,253.08,0
1265994480,252,64,6,0,0,0,32.43,0.81,253.68,0
1265994540,252,64,6,0,0,0,32.41,0.81,254.28,0
1265994600,267,74,14,0,0,0,32.38,0.77,254.22,0
1265994660,267,74,14,0,0,0,32.35,0.75,254.16,0
1265994720,312,78,8,0,0,0,32.33,0.65,254.64,0
1265994780,312,78,8,0,0,0,32.33,0.71,255.12,0
1265994840,273,79,10,0,0,0,32.3,0.71,256.98,0
1265994900,273,79,10,0,0,0,32.32,0.68,258.84,0
1265994960,246,78,6,0,0,0,32.31,0.59,259.08,0
1265995020,246,78,6,0,0,0,32.31,0.54,259.32,0
1265995080,216,62,8,0,0,0,32.28,0.55,258.84,0
1265995140,216,62,8,0,0,0,32.28,0.51,258.36,0
1265995140,276,82,8,0,0,0,32.27,0.42,259.56,0
1265995200,276,82,8,0,0,0,32.28,0.52,260.76,0
1265995260,291,89,20,2,0,0,32.28,0.5,261.42,0
1265995320,291,89,20,2,0,0,32.25,0.49,262.08,0
1265995380,228,64,4,0,0,0,32.25,0.46,262.68,0
1265995440,228,64,4,0,0,0,32.24,0.45,263.28,0
1265995500,270,78,20,2,0,0,32.27,0.43,263.76,0
1265995560,270,78,20,2,0,0,32.24,0.42,264.24,0
1265995620,270,76,14,2,2,0,32.25,0.46,264.54,0
1265995680,270,76,14,2,2,0,32.24,0.27,264.84,0
1265995740,216,64,12,0,0,0,32.24,0.44,263.4,0
1265995800,216,64,12,0,0,0,32.25,0.4,261.96,0
1265995860,192,48,6,0,0,0,32.26,0.05,260.04,0
1265995920,192,48,6,0,0,0,32.25,0.23,258.12,0
1265995980,234,68,10,2,2,0,32.23,0.21,257.34,0
1265996040,234,68,10,2,2,0,32.26,0.17,256.56,0
1265996100,222,70,6,0,0,0,32.27,0.33,254.58,0
1265996160,222,70,6,0,0,0,32.29,0.37,252.6,0
1265996220,264,80,18,2,2,0,32.27,0.42,253.2,0
1265996280,264,80,18,2,2,0,32.25,0.42,253.8,0
1265996340,267,83,14,2,0,0,32.27,0.43,254.82,0
1265996400,267,83,14,2,0,0,32.25,0.4,255.84,0
1265996460,405,120,20,0,0,0,32.26,0.4,258.66,0
1265996520,405,120,20,0,0,0,32.24,0.4,261.48,0
1265996580,282,82,22,2,0,0,32.24,0.37,262.44,0
1265996640,282,82,22,2,0,0,32.23,0.38,263.4,0
1265996700,270,74,14,4,4,0,32.23,0.39,264.24,0
1265996760,270,74,14,4,4,0,32.23,0.41,265.08,0
1265996820,297,85,10,0,0,0,32.25,0.44,265.44,0
1265996880,297,85,10,0,0,0,32.22,0.42,265.8,0
1265996940,216,66,8,0,0,0,32.2,0.42,265.8,0
