1549885793,37.89,30.18,0, 0, 0, 0, 0, 0
1549885806,37.86,30.33,357, 94, 4, 0, 0, 0
1549885820,37.84,30.01,357, 94, 4, 0, 0, 0
1549885834,37.81,29.72,402, 118, 18, 2, 0, 0
1549885838,37.82,30.00,402, 118, 18, 2, 0, 0
1549885839,37.84,30.07,351, 98, 16, 0, 0, 0
1549885840,37.84,30.16,351, 98, 16, 0, 0, 0
1549885841,37.85,30.24,351, 98, 16, 0, 0, 0
1549885842,37.82,30.25,363, 100, 12, 0, 0, 0
1549885843,37.84,30.24,363, 100, 12, 0, 0, 0
1549885844,37.84,30.22,342, 95, 14, 0, 0, 0
1549885856,37.85,30.72,342, 95, 14, 0, 0, 0
1549885870,37.86,30.79,492, 144, 16, 2, 2, 2
1549885884,37.85,31.08,492, 144, 16, 2, 2, 2
1549885898,37.87,31.82,339, 106, 10, 2, 0, 0
1549885911,37.89,31.81,366, 111, 12, 2, 0, 0
1549885925,37.93,31.89,396, 115, 12, 0, 0, 0
1549885939,37.93,30.88,396, 115, 12, 0, 0, 0
1549885953,37.94,30.76,456, 136, 38, 8, 2, 2
1549885956,37.95,30.89,456, 136, 38, 8, 2, 2
1549885957,37.97,30.72,429, 127, 36, 8, 2, 2
1549885958,37.99,30.61,429, 129, 34, 8, 2, 2
1549885959,37.99,30.49,429, 129, 34, 8, 2, 2
1549885960,37.97,30.43,429, 129, 34, 8, 2, 2
1549885961,37.97,30.45,390, 120, 30, 6, 2, 2
1549885962,37.99,30.50,390, 120, 30, 6, 2, 2
1549885963,37.99,30.58,363, 111, 24, 4, 2, 2
1549885975,38.02,30.58,363, 111, 24, 4, 2, 2
1549885989,38.04,31.60,366, 109, 14, 2, 0, 0
1549886003,38.05,31.46,366, 109, 14, 2, 0, 0
1549886018,38.06,31.37,441, 133, 14, 0, 0, 0
1549886031,38.08,32.68,441, 133, 14, 0, 0, 0
1549886045,38.07,30.69,366, 97, 18, 2, 0, 0
1549886059,38.10,30.08,309, 84, 14, 2, 0, 0
1549886073,38.12,29.90,318, 78, 10, 0, 0, 0
1549886086,38.15,34.51,318, 78, 10, 0, 0, 0
1549886101,38.17,31.49,402, 115, 24, 0, 0, 0
1549886114,38.19,31.08,402, 115, 24, 0, 0, 0
1549886129,38.22,30.44,324, 93, 10, 0, 0, 0
1549886142,38.23,32.17,324, 93, 10, 0, 0, 0
1549886157,38.23,32.84,363, 109, 12, 2, 0, 0
1549886170,38.23,31.59,390, 118, 12, 4, 0, 0
1549886184,38.28,30.85,342, 104, 18, 2, 0, 0
1549886198,38.26,32.12,342, 104, 18, 2, 0, 0
1549886212,38.28,33.80,390, 110, 16, 0, 0, 0
1549886225,38.30,32.49,390, 110, 16, 0, 0, 0
1549886239,38.31,30.51,423, 137, 8, 0, 0, 0
1549886254,38.30,32.09,402, 130, 10, 0, 0, 0
1549886268,38.26,33.81,366, 108, 14, 4, 2, 0
1549886281,38.29,36.18,351, 103, 18, 4, 2, 0
1549886295,38.29,36.09,453, 140, 14, 4, 2, 2
1549886309,38.29,34.40,453, 140, 14, 4, 2, 2
1549886323,38.28,31.78,438, 127, 16, 4, 0, 0
1549886337,38.28,32.36,438, 127, 16, 4, 0, 0
1549886351,38.23,32.11,324, 94, 16, 2, 2, 2
1549886364,38.22,37.06,336, 98, 14, 2, 2, 2
1549886378,38.25,36.15,471, 144, 10, 2, 0, 0
1549886392,38.23,35.81,471, 144, 10, 2, 0, 0
1549886406,38.21,35.65,333, 90, 8, 0, 0, 0
1549886419,38.20,32.57,333, 90, 8, 0, 0, 0
1549886433,38.18,32.06,378, 114, 8, 0, 0, 0
1549886447,38.17,31.20,339, 101, 10, 2, 0, 0
1549886461,38.14,31.48,405, 112, 12, 0, 0, 0
1549886475,38.10,31.44,405, 112, 12, 0, 0, 0
1549886489,38.09,30.78,378, 113, 10, 2, 0, 0
1549886502,38.07,30.27,378, 113, 10, 2, 0, 0
1549886516,38.08,31.24,339, 97, 22, 2, 2, 2
1549886530,38.07,32.81,339, 101, 24, 2, 2, 2
1549886544,38.04,33.41,303, 99, 6, 0, 0, 0
1549886557,38.04,31.56,303, 99, 6, 0, 0, 0
1549886572,38.01,30.91,363, 106, 10, 0, 0, 0
1549886585,38.00,30.32,363, 106, 10, 0, 0, 0
1549886599,38.00,30.16,387, 103, 16, 2, 2, 0
1549886613,37.99,30.17,378, 100, 18, 2, 2, 0
1549886616,37.97,30.07,390, 116, 18, 2, 2, 0
1549886617,37.97,30.05,390, 116, 18, 2, 2, 0
1549886618,37.96,30.01,378, 110, 14, 2, 2, 0
1549886619,37.97,29.96,378, 110, 14, 2, 2, 0
1549886620,37.96,29.88,378, 110, 14, 2, 2, 0
1549886621,37.97,29.85,339, 103, 10, 0, 0, 0
1549886622,37.97,29.84,339, 103, 10, 0, 0, 0
1549886623,37.99,29.85,333, 106, 8, 0, 0, 0
1549886635,37.99,30.19,333, 106, 8, 0, 0, 0
1549886649,37.96,30.50,255, 72, 6, 2, 0, 0
1549886663,37.94,30.70,255, 72, 6, 2, 0, 0
1549886677,37.93,30.72,402, 114, 14, 0, 0, 0
1549886690,37.92,30.97,363, 103, 14, 0, 0, 0
1549886704,37.91,30.56,300, 94, 12, 2, 0, 0
1549886718,37.90,30.21,300, 94, 12, 2, 0, 0
1549886732,37.90,30.90,327, 87, 8, 2, 0, 0
1549886746,37.89,30.25,327, 87, 8, 2, 0, 0
1549886760,37.91,30.13,279, 79, 10, 0, 0, 0
1549886773,37.87,29.45,261, 75, 10, 0, 0, 0
1549886787,37.87,29.92,357, 103, 6, 0, 0, 0
1549886801,37.86,30.05,357, 103, 6, 0, 0, 0
1549886815,37.86,30.63,366, 112, 14, 6, 2, 0
1549886828,37.86,29.92,366, 112, 14, 6, 2, 0
1549886842,37.86,29.84,309, 88, 20, 2, 2, 0
